;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89
0;HMDB0257062;HMDB0029303;HMDB0010334;HMDB0003066;HMDB0060006;HMDB0061046;HMDB0006217;HMDB0006203;HMDB0006101;HMDB0060001;HMDB0245424;HMDB0038930;HMDB0038918;HMDB0038146;HMDB0037255;HMDB0037060;HMDB0039100;HMDB0033537;HMDB0036154;HMDB0039617;HMDB0040308;HMDB0061139;HMDB0259106;HMDB0258664;HMDB0252390;HMDB0247773;HMDB0252743;HMDB0034042;HMDB0249062;HMDB0029521;HMDB0252173;HMDB0244562;HMDB0247807;HMDB0030670;HMDB0041008;HMDB0030731;HMDB0040981;HMDB0034319;HMDB0033610;HMDB0030852;HMDB0260029;HMDB0029539;HMDB0037245;HMDB0029386;HMDB0039455;HMDB0032559;HMDB0251469;HMDB0032041;HMDB0253470;HMDB0252151;HMDB0243898;HMDB0243929;HMDB0248785;HMDB0255884;HMDB0246573;HMDB0256187;HMDB0060629;HMDB0013854;HMDB0014438;HMDB0015023;HMDB0060984;HMDB0032217;HMDB0259775;HMDB0248447;HMDB0251650;HMDB0247783;HMDB0251166;HMDB0248072;HMDB0251586;HMDB0003572;HMDB0060030;HMDB0250269;HMDB0253595;HMDB0030234;HMDB0248289;HMDB0254840;HMDB0034512;HMDB0029291;HMDB0033340;HMDB0030228;HMDB0250851;HMDB0252162;HMDB0254084;HMDB0257362;HMDB0014256;HMDB0248367;HMDB0249005;HMDB0249008;HMDB0245254;HMDB0254234
1;;HMDB0260314;HMDB0033037;HMDB0039059;HMDB0251459;HMDB0030398;HMDB0032156;HMDB0247444;HMDB0260225;HMDB0036281;HMDB0038921;HMDB0036618;HMDB0301907;HMDB0247730;HMDB0301706;HMDB0037784;HMDB0036589;HMDB0301908;HMDB0039632;HMDB0031428;HMDB0035446;HMDB0041441;HMDB0035529;HMDB0035993;HMDB0035197;HMDB0030087;HMDB0034214;HMDB0249595;HMDB0255957;HMDB0014616;HMDB0015220;HMDB0037272;HMDB0029495;HMDB0246287;HMDB0030669;HMDB0037316;HMDB0040866;HMDB0030699;HMDB0030396;HMDB0032561;HMDB0062470;HMDB0037247;HMDB0003235;HMDB0245031;HMDB0037249;HMDB0035467;HMDB0032049;HMDB0248896;HMDB0256905;HMDB0032394;HMDB0243934;HMDB0253051;HMDB0255077;HMDB0243820;HMDB0257012;HMDB0244705;HMDB0060554;HMDB0013862;HMDB0060905;HMDB0060538;HMDB0251422;HMDB0248462;HMDB0250344;HMDB0257026;HMDB0060918;HMDB0243678;HMDB0032582;HMDB0040813;HMDB0033712;HMDB0257512;HMDB0252826;HMDB0038630;HMDB0030270;HMDB0033339;HMDB0030312;HMDB0260408;HMDB0296910;HMDB0033333;HMDB0013886;HMDB0013888;HMDB0245942;HMDB0250884;HMDB0251585;HMDB0013872;HMDB0060838;HMDB0253858;HMDB0253839;HMDB0244215;;
2;;HMDB0030249;HMDB0000929;HMDB0040354;HMDB0035027;HMDB0029826;HMDB0014971;HMDB0037774;HMDB0033688;HMDB0260212;HMDB0038932;HMDB0247077;HMDB0035587;HMDB0032583;HMDB0032649;HMDB0038051;HMDB0035865;HMDB0040796;HMDB0034193;HMDB0039661;HMDB0031969;HMDB0038114;HMDB0039634;HMDB0035914;HMDB0247574;HMDB0060122;HMDB0244335;HMDB0251263;HMDB0253335;HMDB0244730;HMDB0037112;HMDB0248645;HMDB0240464;HMDB0031753;HMDB0038742;HMDB0247097;HMDB0033915;HMDB0030545;HMDB0061105;HMDB0039873;HMDB0031612;HMDB0249389;HMDB0029524;HMDB0059854;HMDB0037139;HMDB0037130;HMDB0002780;HMDB0250868;HMDB0032018;HMDB0030601;HMDB0035970;HMDB0251091;HMDB0254099;HMDB0014443;HMDB0244337;HMDB0060675;HMDB0250261;HMDB0250491;HMDB0060610;HMDB0254134;HMDB0248789;HMDB0015350;HMDB0253524;HMDB0256992;HMDB0244234;HMDB0248593;HMDB0037528;HMDB0030606;HMDB0033457;HMDB0032058;HMDB0249719;HMDB0030283;HMDB0033343;HMDB0260294;HMDB0259990;HMDB0259991;HMDB0030147;HMDB0060839;HMDB0014028;HMDB0245967;HMDB0014803;HMDB0254108;;;HMDB0015049;;;;;
3;;HMDB0031553;HMDB0035068;HMDB0010322;HMDB0038618;HMDB0250946;HMDB0127731;HMDB0040545;HMDB0013950;HMDB0259989;HMDB0035736;HMDB0250469;HMDB0035896;HMDB0036470;HMDB0035712;HMDB0035095;HMDB0036444;HMDB0301952;HMDB0036768;HMDB0301728;HMDB0034836;HMDB0037623;HMDB0301850;HMDB0036628;HMDB0060127;HMDB0030728;HMDB0041543;HMDB0248241;HMDB0029830;HMDB0033028;HMDB0242146;HMDB0030789;HMDB0030948;HMDB0249183;HMDB0037104;HMDB0039959;HMDB0250346;HMDB0033487;HMDB0038990;HMDB0034056;HMDB0035062;HMDB0030202;HMDB0039159;HMDB0038339;HMDB0037279;HMDB0037174;HMDB0035364;HMDB0033036;HMDB0253511;HMDB0253635;HMDB0032389;HMDB0249859;HMDB0250923;HMDB0060903;HMDB0060676;HMDB0060353;HMDB0060930;HMDB0015260;HMDB0060778;HMDB0246984;HMDB0251663;HMDB0256186;HMDB0246943;HMDB0060389;HMDB0060970;HMDB0250823;HMDB0243960;HMDB0257154;HMDB0033317;HMDB0249724;HMDB0015200;HMDB0254486;HMDB0033033;HMDB0301705;HMDB0247255;HMDB0034213;HMDB0060775;HMDB0001244;HMDB0255231;HMDB0060932;HMDB0014462;HMDB0245832;;;;;;;;
4;;;HMDB0031661;HMDB0040412;HMDB0006344;HMDB0127983;HMDB0041817;HMDB0260308;HMDB0030949;HMDB0038187;HMDB0037695;HMDB0302014;HMDB0258338;HMDB0258576;HMDB0041385;HMDB0036305;HMDB0035254;HMDB0037097;HMDB0036938;HMDB0301911;HMDB0297014;HMDB0038047;HMDB0037985;HMDB0251058;HMDB0038479;HMDB0040565;HMDB0035291;HMDB0041518;HMDB0040786;HMDB0248632;HMDB0030816;HMDB0037319;HMDB0002708;HMDB0032725;HMDB0039917;HMDB0039380;HMDB0039656;HMDB0038999;HMDB0249930;HMDB0038448;HMDB0032322;HMDB0039914;HMDB0035412;HMDB0029218;HMDB0034117;HMDB0249076;HMDB0037165;HMDB0040935;HMDB0250549;HMDB0032962;HMDB0032963;HMDB0258329;HMDB0253052;HMDB0253055;HMDB0015075;HMDB0060512;HMDB0013995;HMDB0254877;HMDB0255592;HMDB0254448;HMDB0253718;HMDB0041723;HMDB0256914;HMDB0249910;HMDB0240716;HMDB0013243;HMDB0256834;HMDB0259933;HMDB0251444;HMDB0030242;HMDB0033925;HMDB0036192;HMDB0031724;HMDB0003882;HMDB0253086;HMDB0060776;HMDB0041731;HMDB0250218;HMDB0251415;;HMDB0030187;HMDB0015288;;;;;;;;
5;;;HMDB0038200;HMDB0038188;HMDB0010321;HMDB0061000;HMDB0014600;HMDB0032382;HMDB0038203;HMDB0039167;HMDB0035698;HMDB0302042;HMDB0248459;HMDB0253268;HMDB0254182;HMDB0030770;HMDB0039601;HMDB0037922;HMDB0029541;HMDB0035879;HMDB0037920;HMDB0034607;HMDB0253291;HMDB0037041;HMDB0034004;HMDB0038330;HMDB0030861;HMDB0041660;HMDB0301710;HMDB0029981;HMDB0252733;HMDB0032990;HMDB0032143;HMDB0039147;HMDB0248694;HMDB0037252;HMDB0032587;HMDB0030766;HMDB0036450;HMDB0038647;HMDB0242340;HMDB0036381;HMDB0035427;HMDB0253774;HMDB0254547;HMDB0033270;HMDB0251778;HMDB0061814;HMDB0060846;HMDB0031912;HMDB0259139;HMDB0247285;HMDB0251110;HMDB0060590;HMDB0247903;HMDB0014662;HMDB0060701;HMDB0060607;HMDB0060542;HMDB0254413;HMDB0248325;HMDB0249436;HMDB0247269;HMDB0257354;HMDB0060802;HMDB0034757;HMDB0013713;HMDB0033318;HMDB0247227;HMDB0033315;HMDB0249387;HMDB0036163;HMDB0255225;HMDB0257502;HMDB0247116;HMDB0255283;HMDB0242015;HMDB0253205;HMDB0256617;;;HMDB0030191;;;;;;;;
6;;;HMDB0259970;HMDB0257137;HMDB0257133;HMDB0250821;HMDB0060531;HMDB0253237;HMDB0062274;HMDB0037477;HMDB0302093;HMDB0036595;HMDB0258832;HMDB0000343;HMDB0257245;HMDB0031833;HMDB0037342;HMDB0038113;HMDB0036207;HMDB0035957;HMDB0037679;HMDB0037232;HMDB0059759;HMDB0259983;HMDB0005801;HMDB0038472;HMDB0034270;HMDB0005041;HMDB0030691;HMDB0260336;HMDB0041090;HMDB0030804;HMDB0240369;HMDB0012220;HMDB0033304;HMDB0033017;HMDB0035405;HMDB0036026;HMDB0038646;HMDB0059782;HMDB0036369;HMDB0040700;HMDB0034690;HMDB0030651;HMDB0029711;HMDB0029681;HMDB0014826;HMDB0030848;HMDB0032981;HMDB0040129;HMDB0257524;HMDB0246619;HMDB0243925;HMDB0254852;HMDB0060583;HMDB0252125;HMDB0247313;HMDB0060923;HMDB0250959;HMDB0256127;HMDB0257042;HMDB0060803;HMDB0060631;HMDB0060898;HMDB0251119;HMDB0258849;HMDB0253740;HMDB0301769;HMDB0253978;HMDB0255648;HMDB0038626;HMDB0253231;HMDB0247745;HMDB0255052;HMDB0254768;HMDB0243936;HMDB0014977;HMDB0253236;;;;;;;;;;;;
7;;;HMDB0036677;HMDB0059897;HMDB0013039;HMDB0240465;HMDB0033525;HMDB0001054;HMDB0125161;HMDB0257357;HMDB0034618;HMDB0242298;HMDB0249307;HMDB0012488;HMDB0030946;HMDB0036605;HMDB0031824;HMDB0036347;HMDB0061110;HMDB0036359;HMDB0030619;HMDB0035129;HMDB0039521;HMDB0032665;HMDB0041460;HMDB0030735;HMDB0034039;HMDB0040692;HMDB0030854;HMDB0250457;HMDB0040383;HMDB0039960;HMDB0030573;HMDB0240371;HMDB0040355;HMDB0035015;HMDB0038756;HMDB0038139;HMDB0029119;HMDB0029134;HMDB0037723;HMDB0255110;HMDB0246626;HMDB0030792;HMDB0030746;HMDB0033103;HMDB0035214;HMDB0030711;HMDB0030947;HMDB0034002;HMDB0031925;HMDB0249880;HMDB0031744;HMDB0032025;HMDB0252118;HMDB0251141;HMDB0248873;HMDB0014325;HMDB0014869;HMDB0245796;HMDB0250362;HMDB0254052;HMDB0249713;HMDB0248773;HMDB0251990;HMDB0040809;HMDB0256926;HMDB0254275;HMDB0247612;HMDB0247271;HMDB0245380;HMDB0258196;HMDB0252405;HMDB0252319;HMDB0250967;HMDB0246769;HMDB0060653;HMDB0015026;;;;;;;;;;;;
8;;;HMDB0035779;HMDB0034720;HMDB0060316;HMDB0060848;HMDB0062292;HMDB0130523;HMDB0240216;HMDB0033521;HMDB0250069;HMDB0252656;HMDB0000406;HMDB0251609;HMDB0255441;HMDB0041297;HMDB0035035;HMDB0037489;HMDB0036463;HMDB0036881;HMDB0036929;HMDB0036425;HMDB0033878;HMDB0004484;HMDB0041519;HMDB0041488;HMDB0015412;HMDB0030853;HMDB0250043;HMDB0244083;HMDB0250060;HMDB0037250;HMDB0030787;HMDB0041214;HMDB0260402;HMDB0039069;HMDB0033649;HMDB0246196;HMDB0059980;HMDB0240220;HMDB0038397;HMDB0038788;HMDB0038787;HMDB0035213;HMDB0031378;HMDB0030404;HMDB0248358;HMDB0037739;HMDB0245654;HMDB0029535;HMDB0033651;HMDB0250858;HMDB0248778;HMDB0247899;HMDB0247234;HMDB0245035;HMDB0060594;HMDB0252187;HMDB0256602;HMDB0252238;HMDB0254773;HMDB0258263;HMDB0250352;HMDB0060800;HMDB0032845;HMDB0039045;HMDB0255420;HMDB0248460;HMDB0248689;HMDB0253461;HMDB0254248;HMDB0256037;HMDB0060924;HMDB0257005;HMDB0014895;HMDB0251844;HMDB0257319;HMDB0249355;;;;;;;;;;;;
9;;;HMDB0038334;HMDB0040762;HMDB0059987;HMDB0240440;HMDB0014693;HMDB0252236;HMDB0240564;HMDB0062189;HMDB0251439;HMDB0258944;HMDB0031901;HMDB0251617;HMDB0039385;HMDB0255806;HMDB0040889;HMDB0039564;HMDB0037485;HMDB0037696;HMDB0038422;HMDB0031673;HMDB0041657;HMDB0034138;HMDB0041651;HMDB0035438;HMDB0035076;HMDB0032641;HMDB0255156;HMDB0033996;HMDB0030826;HMDB0039633;HMDB0240433;HMDB0030646;HMDB0030796;HMDB0034272;HMDB0040164;HMDB0041655;HMDB0059799;HMDB0039063;HMDB0059772;HMDB0038396;HMDB0038322;HMDB0034838;HMDB0037667;HMDB0301784;HMDB0040134;HMDB0037738;HMDB0040012;HMDB0034109;HMDB0030523;HMDB0255657;HMDB0041913;HMDB0258473;HMDB0245972;HMDB0242445;HMDB0060600;HMDB0060911;HMDB0247995;HMDB0015322;HMDB0256900;HMDB0250075;HMDB0015252;HMDB0259233;HMDB0033876;HMDB0254841;HMDB0249337;HMDB0247882;HMDB0251455;HMDB0256991;HMDB0250376;HMDB0255423;HMDB0015280;HMDB0015602;HMDB0060670;HMDB0014920;HMDB0244116;HMDB0256527;;;;;;;;;;;;
10;;;;HMDB0039120;HMDB0240498;HMDB0301764;HMDB0060988;HMDB0060632;HMDB0255766;HMDB0006005;HMDB0010365;HMDB0062479;HMDB0060702;HMDB0240721;HMDB0255454;HMDB0244008;HMDB0012322;HMDB0039578;HMDB0037954;HMDB0034051;HMDB0035965;HMDB0035828;HMDB0037851;HMDB0038956;HMDB0035403;HMDB0038648;HMDB0037557;HMDB0041920;HMDB0014638;HMDB0033590;HMDB0030694;HMDB0030577;HMDB0037521;HMDB0240232;HMDB0032956;HMDB0034277;HMDB0033330;HMDB0029356;HMDB0040513;HMDB0240566;HMDB0059798;HMDB0038398;HMDB0034119;HMDB0038786;HMDB0260034;HMDB0060319;HMDB0030813;HMDB0029490;HMDB0030080;HMDB0033526;HMDB0034111;HMDB0033779;HMDB0254492;HMDB0245619;HMDB0032116;HMDB0242458;HMDB0252318;HMDB0244480;HMDB0248259;HMDB0254349;HMDB0252112;HMDB0258100;HMDB0255471;HMDB0034016;HMDB0301848;HMDB0254879;HMDB0060816;HMDB0249294;HMDB0251447;HMDB0252901;HMDB0256655;HMDB0249709;HMDB0256606;HMDB0246699;HMDB0256429;HMDB0255501;HMDB0060943;HMDB0062679;;;;;;;;;;;;
11;;;;HMDB0038641;HMDB0038399;HMDB0252084;HMDB0250005;HMDB0038217;HMDB0061005;HMDB0127769;HMDB0041469;HMDB0010314;HMDB0041688;HMDB0031898;HMDB0255824;HMDB0253860;HMDB0037320;HMDB0037389;HMDB0041298;HMDB0034179;HMDB0035612;HMDB0034050;HMDB0041700;HMDB0029457;HMDB0034139;HMDB0037832;HMDB0037563;HMDB0255223;HMDB0248750;HMDB0030110;HMDB0030791;HMDB0302044;HMDB0033305;HMDB0030572;HMDB0041064;HMDB0030020;HMDB0030720;HMDB0030767;HMDB0033820;HMDB0038748;HMDB0059803;HMDB0039046;HMDB0030595;HMDB0038785;HMDB0038793;HMDB0032577;HMDB0256521;HMDB0029834;HMDB0002294;HMDB0013636;HMDB0013609;HMDB0029156;HMDB0000722;HMDB0041714;HMDB0059976;HMDB0258152;HMDB0249079;HMDB0247602;HMDB0246526;HMDB0256532;HMDB0246859;HMDB0060642;HMDB0245598;HMDB0248955;HMDB0252209;HMDB0015485;HMDB0252310;HMDB0014724;HMDB0248527;HMDB0247660;HMDB0060809;HMDB0253725;HMDB0252995;;HMDB0060947;HMDB0258679;HMDB0255633;;;;;;;;;;;;;
12;;;;HMDB0036720;HMDB0034911;HMDB0255002;HMDB0041142;HMDB0124994;HMDB0040311;HMDB0062275;HMDB0240285;HMDB0038548;HMDB0240474;HMDB0041807;HMDB0000058;HMDB0033109;HMDB0033999;HMDB0035616;HMDB0039142;HMDB0302035;HMDB0301709;HMDB0031420;HMDB0039034;HMDB0251918;HMDB0260044;HMDB0259316;HMDB0032039;HMDB0254136;HMDB0255967;HMDB0039334;HMDB0038950;HMDB0033757;HMDB0029138;HMDB0032961;HMDB0040284;HMDB0259973;HMDB0041317;HMDB0030768;HMDB0034280;HMDB0038574;HMDB0059985;HMDB0038512;HMDB0249974;HMDB0030584;HMDB0041122;HMDB0033271;HMDB0060303;HMDB0040303;HMDB0259081;HMDB0034010;HMDB0030549;HMDB0245651;HMDB0249207;HMDB0252200;HMDB0244572;HMDB0244093;HMDB0249426;HMDB0257279;HMDB0015538;HMDB0251545;HMDB0250876;HMDB0060890;HMDB0094673;HMDB0258326;HMDB0240238;HMDB0249593;HMDB0248468;HMDB0248691;HMDB0015245;HMDB0060766;HMDB0245559;HMDB0060977;HMDB0249379;;HMDB0014615;;HMDB0015019;;;;;;;;;;;;;
13;;;;HMDB0041045;HMDB0259942;HMDB0039503;HMDB0029525;HMDB0041691;HMDB0060873;HMDB0059802;HMDB0041650;HMDB0252542;HMDB0246804;HMDB0041689;HMDB0030227;HMDB0032989;HMDB0253346;HMDB0035859;HMDB0037508;HMDB0033972;HMDB0035009;HMDB0041265;HMDB0034021;HMDB0034960;HMDB0033199;HMDB0031902;HMDB0061061;HMDB0249397;HMDB0015521;HMDB0248819;HMDB0038955;HMDB0005760;HMDB0033581;HMDB0030667;HMDB0030579;HMDB0032227;HMDB0059765;HMDB0246323;HMDB0037040;HMDB0252423;HMDB0033543;HMDB0030155;HMDB0038511;HMDB0034125;HMDB0030585;HMDB0029866;HMDB0040556;HMDB0244463;HMDB0039756;HMDB0249752;HMDB0041697;HMDB0030622;HMDB0244646;HMDB0060380;HMDB0248173;HMDB0255985;HMDB0251589;HMDB0247959;HMDB0256094;HMDB0014029;HMDB0246282;HMDB0060920;HMDB0249061;HMDB0249967;HMDB0035404;HMDB0249842;HMDB0015269;HMDB0257324;HMDB0060771;HMDB0060772;HMDB0248771;HMDB0259345;HMDB0253209;;HMDB0245782;;HMDB0257300;;;;;;;;;;;;;
14;;;;HMDB0039105;HMDB0038645;HMDB0249033;HMDB0035739;HMDB0255160;HMDB0248759;HMDB0041656;HMDB0059801;HMDB0010338;HMDB0041658;HMDB0042005;HMDB0039732;HMDB0034344;HMDB0302012;HMDB0029504;HMDB0033251;HMDB0032610;HMDB0033690;HMDB0029837;HMDB0032909;HMDB0033515;HMDB0030108;HMDB0029462;HMDB0037042;HMDB0258624;HMDB0248515;HMDB0257458;HMDB0246375;HMDB0030838;HMDB0030578;HMDB0039068;HMDB0301783;HMDB0038755;HMDB0059800;HMDB0000715;HMDB0030348;HMDB0030742;HMDB0033122;HMDB0242503;HMDB0038904;HMDB0030883;HMDB0031941;HMDB0033307;HMDB0255280;HMDB0002899;HMDB0029868;HMDB0033469;HMDB0033324;HMDB0033797;HMDB0245457;HMDB0251081;HMDB0244616;HMDB0060630;HMDB0249612;HMDB0015631;HMDB0254802;HMDB0242401;HMDB0250899;HMDB0041790;HMDB0244683;HMDB0253637;HMDB0248486;HMDB0254346;HMDB0255115;HMDB0246489;HMDB0015557;HMDB0253806;HMDB0014559;HMDB0252536;HMDB0252108;;;;HMDB0242266;;;;;;;;;;;;;
15;;;;HMDB0038333;HMDB0032564;HMDB0034435;HMDB0034412;HMDB0251808;HMDB0252232;HMDB0240221;HMDB0041167;HMDB0240471;HMDB0030543;HMDB0062408;HMDB0010363;HMDB0030605;HMDB0030654;HMDB0301878;HMDB0031423;HMDB0034312;HMDB0245735;HMDB0040683;HMDB0030643;HMDB0032890;HMDB0038944;HMDB0039020;HMDB0014604;HMDB0248969;HMDB0031764;HMDB0015636;HMDB0247366;HMDB0033801;HMDB0259049;HMDB0030555;HMDB0030715;HMDB0040286;HMDB0029355;HMDB0037445;HMDB0244308;HMDB0060917;HMDB0041386;HMDB0015679;HMDB0039637;HMDB0041564;HMDB0033994;HMDB0260039;HMDB0030847;HMDB0033940;HMDB0029296;HMDB0032954;HMDB0039612;HMDB0247325;HMDB0000671;HMDB0259213;HMDB0240525;HMDB0059943;HMDB0245869;HMDB0248346;HMDB0302022;HMDB0014970;HMDB0302089;HMDB0243694;HMDB0029489;HMDB0250874;HMDB0250829;HMDB0252229;HMDB0062691;HMDB0248744;HMDB0240727;HMDB0014361;HMDB0060941;HMDB0248974;HMDB0015361;;;;HMDB0254502;;;;;;;;;;;;;
16;;;;HMDB0038332;HMDB0034620;HMDB0039125;HMDB0038706;HMDB0060388;HMDB0255031;HMDB0260074;HMDB0129424;HMDB0254818;HMDB0035499;HMDB0041699;HMDB0255621;HMDB0038901;HMDB0258291;HMDB0040358;HMDB0040936;HMDB0240377;HMDB0033711;HMDB0039022;HMDB0039146;HMDB0039038;HMDB0029460;HMDB0038547;HMDB0039066;HMDB0037801;HMDB0252216;HMDB0248347;HMDB0031767;HMDB0030583;HMDB0301810;HMDB0249232;HMDB0035134;HMDB0041304;HMDB0030162;HMDB0254250;HMDB0033528;HMDB0028914;HMDB0038576;HMDB0029488;HMDB0041907;HMDB0002302;HMDB0037921;HMDB0260077;HMDB0030712;HMDB0041089;HMDB0256019;HMDB0248260;HMDB0032983;HMDB0242590;HMDB0244864;HMDB0245249;HMDB0249658;HMDB0242666;HMDB0013871;HMDB0260330;HMDB0252212;HMDB0246889;HMDB0014448;HMDB0253968;HMDB0036408;HMDB0015273;HMDB0251453;HMDB0060899;HMDB0248877;HMDB0253047;HMDB0255832;HMDB0245576;HMDB0060841;HMDB0254796;HMDB0253035;;;;;;;;;;;;;;;;;
17;;;;;HMDB0031633;HMDB0035665;HMDB0035001;HMDB0013958;HMDB0041886;HMDB0041686;HMDB0059983;HMDB0132893;HMDB0014027;HMDB0029522;HMDB0059977;HMDB0032706;HMDB0033831;HMDB0033290;HMDB0254020;HMDB0040382;HMDB0030757;HMDB0250890;HMDB0034644;HMDB0039042;HMDB0033930;HMDB0033594;HMDB0060091;HMDB0032035;HMDB0250254;HMDB0041272;HMDB0035223;HMDB0033247;HMDB0034090;HMDB0006285;HMDB0030399;HMDB0030716;HMDB0034024;HMDB0257097;HMDB0030743;HMDB0015144;HMDB0032584;HMDB0015107;HMDB0257045;HMDB0029219;HMDB0036738;HMDB0260037;HMDB0031855;HMDB0036454;HMDB0244526;HMDB0253723;HMDB0034264;HMDB0030322;HMDB0258470;HMDB0011658;HMDB0094645;HMDB0248177;HMDB0250025;HMDB0255119;HMDB0250820;HMDB0015491;HMDB0248368;HMDB0244924;HMDB0036189;HMDB0030808;HMDB0256779;HMDB0257475;HMDB0242253;HMDB0255195;HMDB0254329;HMDB0258574;HMDB0060843;HMDB0251302;HMDB0247006;;;;;;;;;;;;;;;;;
18;;;;;HMDB0249749;HMDB0035689;HMDB0030909;HMDB0013959;HMDB0059797;HMDB0061006;HMDB0059978;HMDB0041672;HMDB0244962;HMDB0029377;HMDB0033176;HMDB0255151;HMDB0060995;HMDB0033946;HMDB0033980;HMDB0253332;HMDB0301988;HMDB0301785;HMDB0250478;HMDB0301808;HMDB0032888;HMDB0034027;HMDB0253430;HMDB0245742;HMDB0030618;HMDB0014420;HMDB0033623;HMDB0038943;HMDB0030829;HMDB0258327;HMDB0035801;HMDB0242310;HMDB0250495;HMDB0014943;HMDB0244561;HMDB0255275;HMDB0249541;HMDB0259770;HMDB0034130;HMDB0033146;HMDB0041654;HMDB0029399;HMDB0034015;HMDB0254780;HMDB0254219;HMDB0259110;HMDB0254976;HMDB0029818;HMDB0252245;HMDB0247264;HMDB0248946;HMDB0244681;HMDB0033702;HMDB0245743;HMDB0255463;HMDB0014955;HMDB0242619;HMDB0249901;HMDB0034345;HMDB0247386;HMDB0015191;HMDB0248303;HMDB0014408;HMDB0254256;HMDB0256084;HMDB0253384;HMDB0250015;HMDB0245926;HMDB0033841;;;;;;;;;;;;;;;;;
19;;;;;HMDB0040929;HMDB0038644;HMDB0035479;HMDB0258734;HMDB0001892;HMDB0041808;HMDB0240438;HMDB0041451;HMDB0039803;HMDB0013318;HMDB0259922;HMDB0259916;HMDB0000512;HMDB0033954;HMDB0002114;HMDB0041567;HMDB0030185;HMDB0034291;HMDB0030593;HMDB0030729;HMDB0039021;HMDB0034126;HMDB0015201;HMDB0062175;HMDB0035441;HMDB0031971;HMDB0031368;HMDB0296978;HMDB0033852;HMDB0258528;HMDB0258533;HMDB0038730;HMDB0059904;HMDB0029094;HMDB0258864;HMDB0059622;HMDB0252309;HMDB0060759;HMDB0029530;HMDB0030308;HMDB0041537;HMDB0031867;HMDB0033866;HMDB0253402;HMDB0247106;HMDB0247098;HMDB0015264;HMDB0037706;HMDB0256723;HMDB0250105;HMDB0248387;HMDB0245056;HMDB0242474;HMDB0015505;HMDB0242278;HMDB0062712;HMDB0242143;HMDB0035145;HMDB0039102;HMDB0240247;HMDB0244010;HMDB0256144;HMDB0256706;HMDB0251203;HMDB0257545;HMDB0014636;HMDB0249869;HMDB0257085;HMDB0032866;;;;;;;;;;;;;;;;;
20;;;;;HMDB0301743;HMDB0036644;HMDB0061062;HMDB0248764;HMDB0060858;HMDB0060651;HMDB0302135;HMDB0240250;HMDB0010351;HMDB0029972;HMDB0252899;HMDB0060332;HMDB0060788;HMDB0041299;HMDB0039037;HMDB0041647;HMDB0255878;HMDB0033877;HMDB0034054;HMDB0034663;HMDB0301806;HMDB0031949;HMDB0004629;HMDB0030522;HMDB0260362;HMDB0031463;HMDB0030486;HMDB0030639;HMDB0030687;HMDB0005035;HMDB0013948;HMDB0030400;HMDB0038514;HMDB0006218;HMDB0247038;HMDB0015471;HMDB0030503;HMDB0248054;HMDB0060718;HMDB0248190;HMDB0003141;HMDB0033859;HMDB0036073;HMDB0255152;HMDB0247112;HMDB0030709;HMDB0015133;HMDB0252304;HMDB0252269;HMDB0256237;HMDB0243984;HMDB0258959;HMDB0250601;HMDB0244921;HMDB0249561;HMDB0245485;HMDB0250340;HMDB0033000;HMDB0039377;HMDB0031695;HMDB0249912;HMDB0249082;HMDB0014605;HMDB0258616;HMDB0254407;HMDB0256093;HMDB0253446;HMDB0258585;;;;;;;;;;;;;;;;;;
21;;;;;HMDB0039153;HMDB0038665;HMDB0035428;HMDB0060851;HMDB0036849;HMDB0257044;HMDB0249872;HMDB0041645;HMDB0014468;HMDB0259908;HMDB0041468;HMDB0247580;HMDB0253398;HMDB0033734;HMDB0039018;HMDB0039036;HMDB0034014;HMDB0260003;HMDB0247581;HMDB0029905;HMDB0031916;HMDB0257136;HMDB0030561;HMDB0060301;HMDB0013040;HMDB0249603;HMDB0013949;HMDB0030695;HMDB0244005;HMDB0240546;HMDB0062282;HMDB0240522;HMDB0032876;HMDB0030884;HMDB0029095;HMDB0038577;HMDB0246421;HMDB0252944;HMDB0244287;HMDB0248283;HMDB0033587;HMDB0039755;HMDB0033310;HMDB0033471;HMDB0033936;HMDB0257548;HMDB0244118;HMDB0030495;HMDB0240492;HMDB0256189;HMDB0246234;HMDB0255446;HMDB0252414;HMDB0301844;HMDB0248998;HMDB0257096;HMDB0248162;HMDB0033743;HMDB0246440;HMDB0246338;HMDB0247661;HMDB0256609;HMDB0257303;HMDB0253827;HMDB0253585;HMDB0015087;HMDB0251232;HMDB0256646;;;;;;;;;;;;;;;;;;
