;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89
22;;;;;HMDB0041693;HMDB0036782;HMDB0038115;HMDB0010323;HMDB0038724;HMDB0252191;HMDB0259768;HMDB0041649;HMDB0006552;HMDB0041667;HMDB0253720;HMDB0000842;HMDB0247593;HMDB0030616;HMDB0301953;HMDB0259935;HMDB0033880;HMDB0014660;HMDB0033139;HMDB0041123;HMDB0034669;HMDB0255133;HMDB0030756;HMDB0037628;HMDB0029088;HMDB0033314;HMDB0028743;HMDB0062438;HMDB0040811;HMDB0040834;HMDB0040823;HMDB0033016;HMDB0250836;HMDB0244312;HMDB0245596;HMDB0038589;HMDB0013806;HMDB0258102;HMDB0014853;HMDB0060510;HMDB0005789;HMDB0041372;HMDB0040408;HMDB0040694;HMDB0040369;HMDB0251875;HMDB0002096;HMDB0030647;HMDB0029160;HMDB0251644;HMDB0014367;HMDB0240526;HMDB0015160;HMDB0248221;HMDB0037760;HMDB0256560;HMDB0246373;HMDB0246491;HMDB0250332;HMDB0246000;HMDB0252957;HMDB0259320;HMDB0252036;HMDB0257153;HMDB0253646;HMDB0252291;HMDB0257372;HMDB0247856;;;;;;;;;;;;;;;;;;
23;;;;;HMDB0029566;HMDB0034760;SDF/HMDB0035186.pdb;HMDB0010340;HMDB0035067;HMDB0060850;HMDB0037030;HMDB0035367;HMDB0255835;HMDB0010349;HMDB0004241;HMDB0000372;HMDB0250690;HMDB0030815;HMDB0036457;HMDB0032589;HMDB0029374;HMDB0038163;HMDB0248887;HMDB0259093;HMDB0003175;HMDB0247352;HMDB0040930;HMDB0243958;HMDB0015573;HMDB0005781;HMDB0015699;HMDB0255623;HMDB0038917;HMDB0001940;HMDB0033303;HMDB0257055;HMDB0015406;HMDB0253448;HMDB0013139;HMDB0029304;HMDB0013846;HMDB0015558;HMDB0032698;HMDB0030382;HMDB0038878;HMDB0041678;HMDB0033800;HMDB0033360;HMDB0244568;HMDB0040533;HMDB0249277;HMDB0248961;HMDB0247284;HMDB0033483;HMDB0244678;HMDB0240539;HMDB0032056;HMDB0247759;HMDB0245941;HMDB0029708;HMDB0030650;HMDB0033530;HMDB0250925;HMDB0251022;HMDB0248539;HMDB0248875;HMDB0248393;HMDB0258246;HMDB0249661;HMDB0060945;HMDB0258797;HMDB0249755;;;;;;;;;;;;;;;;;;
24;;;;;HMDB0038331;HMDB0030740;HMDB0036451;HMDB0037068;HMDB0302020;HMDB0255172;HMDB0245901;HMDB0240500;HMDB0010324;HMDB0258304;HMDB0249963;HMDB0250512;HMDB0041088;HMDB0030722;HMDB0013245;HMDB0034256;HMDB0038874;HMDB0038173;HMDB0041407;HMDB0015547;HMDB0029870;HMDB0253433;HMDB0034449;HMDB0030563;HMDB0259557;HMDB0302137;HMDB0254731;HMDB0248438;HMDB0035233;HMDB0033832;HMDB0040793;HMDB0033722;HMDB0257008;HMDB0254759;HMDB0042059;HMDB0014395;HMDB0258816;HMDB0014956;HMDB0296989;HMDB0015313;HMDB0038900;HMDB0036453;HMDB0005042;HMDB0247600;HMDB0033486;HMDB0033480;HMDB0040931;HMDB0255874;HMDB0030636;HMDB0041996;HMDB0248513;HMDB0244925;HMDB0246761;HMDB0240563;HMDB0060383;HMDB0252623;HMDB0258583;HMDB0041681;HMDB0240244;HMDB0253567;HMDB0249000;HMDB0248373;HMDB0250458;HMDB0249688;HMDB0247738;HMDB0256212;HMDB0015267;HMDB0004810;;;;;;;;;;;;;;;;;;
25;;;;;HMDB0038292;HMDB0034212;HMDB0034209;HMDB0248949;HMDB0029250;HMDB0014633;HMDB0251751;HMDB0060826;HMDB0010343;HMDB0256656;HMDB0000706;HMDB0032926;HMDB0041576;HMDB0246378;HMDB0256360;HMDB0034186;HMDB0031877;HMDB0033193;HMDB0031993;HMDB0037558;HMDB0252734;HMDB0254403;HMDB0033882;HMDB0034049;HMDB0258424;HMDB0029112;HMDB0061170;HMDB0031360;HMDB0041192;HMDB0252729;HMDB0031975;HMDB0257267;HMDB0259653;HMDB0013189;HMDB0011167;HMDB0060535;HMDB0251143;HMDB0029688;HMDB0251952;HMDB0249396;HMDB0259900;HMDB0003263;HMDB0253336;HMDB0062178;HMDB0252290;HMDB0244095;HMDB0250100;HMDB0256603;HMDB0030637;HMDB0255723;HMDB0012994;HMDB0251078;HMDB0248991;HMDB0033758;HMDB0015522;HMDB0245975;HMDB0003573;HMDB0246223;HMDB0041682;HMDB0244406;HMDB0041858;HMDB0255647;HMDB0249803;HMDB0060980;HMDB0257265;HMDB0031778;HMDB0015297;HMDB0036387;;;;;;;;;;;;;;;;;;
26;;;;;;HMDB0029287;HMDB0029249;HMDB0039493;HMDB0030644;HMDB0010341;HMDB0252193;HMDB0252244;HMDB0010347;HMDB0247652;HMDB0240502;HMDB0003312;HMDB0035371;HMDB0030682;HMDB0247743;HMDB0030600;HMDB0036936;HMDB0259628;HMDB0251590;HMDB0302079;HMDB0251619;HMDB0252203;HMDB0029519;HMDB0035195;HMDB0015098;HMDB0029006;HMDB0039238;HMDB0039404;HMDB0259779;HMDB0248345;HMDB0257155;HMDB0240661;HMDB0255086;HMDB0029366;HMDB0244782;HMDB0247086;HMDB0256235;HMDB0251931;HMDB0250599;HMDB0032685;HMDB0041310;HMDB0030672;HMDB0029293;HMDB0256416;HMDB0033362;HMDB0252945;HMDB0250999;HMDB0242153;HMDB0038481;HMDB0255088;HMDB0245294;HMDB0060925;HMDB0244969;HMDB0258036;HMDB0242567;HMDB0259924;HMDB0032757;HMDB0004087;HMDB0244410;HMDB0060517;HMDB0247479;HMDB0015229;HMDB0251835;HMDB0247766;HMDB0060951;HMDB0041951;HMDB0249216;HMDB0253256;;;;;;;;;;;;;;;;;;
27;;;;;;;;HMDB0034981;HMDB0030648;HMDB0255576;HMDB0245718;HMDB0257498;HMDB0060658;HMDB0253975;HMDB0243837;;HMDB0033099;HMDB0040713;HMDB0029836;HMDB0034150;HMDB0036471;HMDB0259635;HMDB0248823;HMDB0258614;HMDB0256450;HMDB0040326;HMDB0033258;HMDB0040568;HMDB0244055;HMDB0028694;HMDB0254811;HMDB0035230;HMDB0013947;HMDB0040381;HMDB0302139;HMDB0032886;HMDB0255500;HMDB0254671;HMDB0257127;HMDB0005897;HMDB0255981;HMDB0004078;HMDB0014722;HMDB0252403;HMDB0038573;HMDB0260041;HMDB0041698;HMDB0255639;HMDB0061039;HMDB0253248;HMDB0240711;HMDB0015359;HMDB0245881;HMDB0253175;HMDB0254660;HMDB0245994;HMDB0255594;HMDB0251038;HMDB0256542;HMDB0032133;HMDB0258617;HMDB0260142;HMDB0030580;HMDB0252256;HMDB0257130;HMDB0249493;HMDB0255607;HMDB0253369;HMDB0060956;HMDB0033447;HMDB0029668;;;;;;;;;;;;;;;;;;;
28;;;;;;;;HMDB0038725;;HMDB0256694;HMDB0014590;HMDB0060582;HMDB0014792;HMDB0254157;HMDB0040774;;;HMDB0030547;HMDB0038873;HMDB0255980;HMDB0259982;HMDB0038415;HMDB0037570;HMDB0014771;HMDB0029746;HMDB0029292;HMDB0029098;HMDB0029518;HMDB0255509;HMDB0013679;HMDB0028998;HMDB0035366;HMDB0240237;HMDB0253390;HMDB0030350;HMDB0247719;HMDB0028897;HMDB0014542;HMDB0253750;HMDB0240572;HMDB0242406;HMDB0248000;HMDB0014411;HMDB0259831;HMDB0251996;HMDB0240378;HMDB0035191;HMDB0245184;HMDB0062188;HMDB0302021;HMDB0252539;HMDB0004808;HMDB0254071;HMDB0250864;HMDB0059733;HMDB0254808;HMDB0244280;HMDB0032412;HMDB0247761;HMDB0034182;HMDB0030723;HMDB0245662;HMDB0030327;HMDB0032027;HMDB0062503;HMDB0254372;HMDB0014353;HMDB0254076;HMDB0253371;HMDB0039097;HMDB0249304;;;;;;;;;;;;;;;;;;;
29;;;;;;;;HMDB0036794;;HMDB0252948;HMDB0259625;HMDB0004240;HMDB0030090;HMDB0029295;;;;HMDB0034118;HMDB0042002;HMDB0060008;HMDB0033211;HMDB0033162;HMDB0037586;HMDB0060942;HMDB0248886;HMDB0030871;HMDB0029821;HMDB0037109;HMDB0014967;HMDB0029084;HMDB0248851;HMDB0034588;HMDB0038834;HMDB0249921;HMDB0029687;HMDB0258423;HMDB0028892;HMDB0245911;HMDB0249721;HMDB0244786;HMDB0255117;HMDB0255775;HMDB0014958;HMDB0247208;HMDB0248051;HMDB0041652;HMDB0033771;HMDB0244543;HMDB0248495;HMDB0245699;HMDB0255769;HMDB0244537;HMDB0033435;HMDB0248338;HMDB0060571;HMDB0244596;HMDB0015465;HMDB0301940;HMDB0256391;HMDB0036984;HMDB0257115;HMDB0252748;HMDB0246001;HMDB0252407;HMDB0248745;HMDB0253285;HMDB0257046;HMDB0248012;HMDB0251206;HMDB0254901;HMDB0031958;;;;;;;;;;;;;;;;;;;
30;;;;;;;;HMDB0039166;;HMDB0252949;HMDB0248034;HMDB0010348;HMDB0035774;;;;;HMDB0258353;HMDB0249235;HMDB0242106;HMDB0245246;HMDB0033911;HMDB0032654;HMDB0039684;HMDB0248891;HMDB0039067;HMDB0014979;HMDB0028993;HMDB0257441;HMDB0251828;HMDB0028764;HMDB0013946;HMDB0033759;HMDB0257261;HMDB0029823;HMDB0256208;HMDB0257229;HMDB0247739;HMDB0246810;HMDB0257233;HMDB0244736;HMDB0255785;HMDB0258217;HMDB0014794;HMDB0240658;HMDB0034077;HMDB0033950;HMDB0244491;HMDB0254095;HMDB0250017;HMDB0251837;HMDB0257521;HMDB0250244;HMDB0251223;HMDB0250810;HMDB0032553;HMDB0240538;HMDB0259011;HMDB0036443;HMDB0256929;HMDB0247500;HMDB0036409;HMDB0253572;HMDB0254642;HMDB0253092;HMDB0252160;HMDB0251118;HMDB0249022;HMDB0259567;HMDB0061069;;;;;;;;;;;;;;;;;;;;
31;;;;;;;;HMDB0038805;;HMDB0060853;HMDB0247374;HMDB0015126;HMDB0259212;;;;;HMDB0061853;HMDB0297010;HMDB0030868;HMDB0060002;HMDB0034873;HMDB0244751;HMDB0041251;HMDB0061060;HMDB0248938;HMDB0252624;HMDB0256944;HMDB0256234;HMDB0256734;HMDB0029007;HMDB0040121;HMDB0240725;HMDB0244459;HMDB0246716;HMDB0257041;HMDB0251762;HMDB0256447;HMDB0245825;HMDB0254344;HMDB0247514;HMDB0254096;HMDB0015511;HMDB0249490;HMDB0034621;HMDB0033986;HMDB0033188;HMDB0246654;HMDB0244221;HMDB0060352;HMDB0245513;HMDB0244101;HMDB0033086;HMDB0255770;HMDB0014359;HMDB0059732;HMDB0246207;HMDB0032865;HMDB0244004;HMDB0013692;HMDB0246994;HMDB0032997;HMDB0032028;HMDB0247256;HMDB0252016;HMDB0014466;HMDB0258269;HMDB0254229;HMDB0060927;;;;;;;;;;;;;;;;;;;;;
32;;;;;;;;HMDB0034837;;HMDB0249594;HMDB0006061;HMDB0255772;HMDB0244439;;;;;HMDB0241253;HMDB0241886;HMDB0034444;HMDB0035805;HMDB0037581;HMDB0037531;HMDB0032129;HMDB0015005;HMDB0060103;HMDB0254503;HMDB0245248;HMDB0258501;HMDB0255536;HMDB0029090;HMDB0002209;HMDB0039065;HMDB0030351;HMDB0029822;HMDB0005020;HMDB0255714;HMDB0247685;HMDB0029322;HMDB0257249;HMDB0246508;HMDB0014814;HMDB0247578;HMDB0015257;HMDB0246634;HMDB0029520;HMDB0039808;HMDB0032579;HMDB0000594;HMDB0252279;HMDB0254194;HMDB0252408;HMDB0253202;HMDB0258702;HMDB0247800;HMDB0244703;HMDB0254377;HMDB0034364;HMDB0030710;HMDB0014446;HMDB0014388;HMDB0032991;HMDB0031705;HMDB0030807;HMDB0244192;HMDB0256027;HMDB0014641;HMDB0247554;HMDB0060579;;;;;;;;;;;;;;;;;;;;;
33;;;;;;;;HMDB0036771;;HMDB0035742;HMDB0060328;HMDB0060861;HMDB0036417;;;;;HMDB0241799;HMDB0014951;HMDB0034310;HMDB0034371;HMDB0243961;HMDB0037552;HMDB0032655;HMDB0259675;HMDB0258906;HMDB0014713;HMDB0250039;HMDB0251291;HMDB0250499;HMDB0251668;HMDB0030487;HMDB0259426;HMDB0014851;HMDB0258104;HMDB0259648;HMDB0246785;HMDB0038423;HMDB0014643;HMDB0253274;HMDB0257513;HMDB0255942;HMDB0249370;HMDB0014558;HMDB0259626;HMDB0257735;HMDB0037253;HMDB0032759;HMDB0251786;HMDB0252116;HMDB0258726;HMDB0249195;HMDB0038340;HMDB0240475;HMDB0060944;HMDB0247304;HMDB0246054;HMDB0248957;HMDB0258915;HMDB0015678;HMDB0041322;HMDB0242214;HMDB0250409;HMDB0041860;HMDB0254794;HMDB0005039;HMDB0253087;HMDB0014745;HMDB0249570;;;;;;;;;;;;;;;;;;;;;
34;;;;;;;;HMDB0041937;;HMDB0038666;HMDB0015102;HMDB0301909;HMDB0036586;;;;;HMDB0253988;HMDB0254171;HMDB0241994;HMDB0035849;HMDB0036173;HMDB0030882;HMDB0032656;HMDB0029631;HMDB0015575;HMDB0256928;HMDB0250395;HMDB0257032;HMDB0247889;HMDB0247563;HMDB0249531;HMDB0258247;HMDB0033355;HMDB0250422;HMDB0257239;HMDB0248313;HMDB0252684;HMDB0243628;HMDB0257283;HMDB0240515;HMDB0014493;HMDB0250334;HMDB0258324;HMDB0032697;HMDB0032756;HMDB0252674;HMDB0242556;HMDB0247483;HMDB0252280;HMDB0247541;HMDB0244493;HMDB0033883;HMDB0002710;HMDB0248786;HMDB0240712;HMDB0039169;HMDB0248470;HMDB0032758;HMDB0014715;HMDB0246963;HMDB0259610;HMDB0253775;HMDB0245208;HMDB0250423;HMDB0249805;HMDB0015249;HMDB0249063;HMDB0240506;;;;;;;;;;;;;;;;;;;;;
35;;;;;;;;HMDB0030755;;HMDB0031809;HMDB0041793;HMDB0035880;HMDB0041370;;;;;HMDB0248085;HMDB0249951;HMDB0252194;HMDB0252732;HMDB0041234;HMDB0035984;HMDB0031663;HMDB0035734;HMDB0004685;HMDB0039502;HMDB0254050;HMDB0040670;HMDB0256608;HMDB0015384;HMDB0251759;HMDB0060519;HMDB0038225;HMDB0257255;HMDB0038549;HMDB0061155;;HMDB0011179;HMDB0257813;HMDB0041970;HMDB0249356;HMDB0257258;HMDB0258526;HMDB0060029;HMDB0248821;HMDB0003306;HMDB0257288;HMDB0249801;HMDB0251600;HMDB0244078;HMDB0014663;HMDB0037200;HMDB0014933;HMDB0015028;HMDB0014497;HMDB0251257;HMDB0246516;HMDB0041341;HMDB0254429;HMDB0247900;HMDB0244545;HMDB0252355;HMDB0248963;HMDB0255005;HMDB0249056;HMDB0015667;HMDB0242009;HMDB0032999;;;;;;;;;;;;;;;;;;;;;
36;;;;;;;;HMDB0029284;;HMDB0029288;HMDB0060869;HMDB0035790;HMDB0038831;;;;;HMDB0249998;HMDB0301737;HMDB0257551;HMDB0241999;HMDB0256259;HMDB0255963;HMDB0032130;HMDB0251682;HMDB0256229;HMDB0259080;HMDB0253450;HMDB0011723;HMDB0041749;HMDB0254209;HMDB0028742;HMDB0255118;HMDB0012240;HMDB0034722;HMDB0246364;HMDB0034752;;HMDB0247830;HMDB0258678;HMDB0243965;HMDB0257152;HMDB0240640;HMDB0258066;HMDB0014608;HMDB0041315;HMDB0257698;HMDB0002372;HMDB0251770;HMDB0253377;HMDB0013961;HMDB0257186;HMDB0033874;HMDB0253721;HMDB0255484;HMDB0242230;HMDB0039132;HMDB0252264;HMDB0034566;HMDB0252834;HMDB0250140;HMDB0247503;HMDB0254676;HMDB0249865;HMDB0245147;HMDB0248405;HMDB0249091;HMDB0015534;HMDB0061090;;;;;;;;;;;;;;;;;;;;;
37;;;;;;;;HMDB0039765;;HMDB0029253;HMDB0035525;HMDB0030379;HMDB0013302;;;;;HMDB0250718;;HMDB0039820;HMDB0034867;HMDB0038145;HMDB0243932;HMDB0255518;HMDB0037323;HMDB0035196;HMDB0030244;HMDB0247332;HMDB0035193;HMDB0244548;HMDB0248714;HMDB0029117;HMDB0245634;HMDB0030377;HMDB0256615;HMDB0253061;HMDB0254748;;HMDB0029367;HMDB0252699;HMDB0255777;HMDB0256152;HMDB0061721;HMDB0259843;HMDB0249686;HMDB0033928;HMDB0255418;HMDB0015497;HMDB0246061;HMDB0060910;HMDB0244411;HMDB0247140;HMDB0033012;HMDB0256925;HMDB0254173;HMDB0014837;HMDB0015319;HMDB0248485;HMDB0038158;HMDB0015000;HMDB0252334;HMDB0247506;HMDB0254339;HMDB0253739;HMDB0249523;HMDB0251711;HMDB0240508;HMDB0251979;HMDB0035136;;;;;;;;;;;;;;;;;;;;;
38;;;;;;;;HMDB0034403;;HMDB0033959;HMDB0035759;HMDB0034437;HMDB0034438;;;;;HMDB0031620;;HMDB0034899;HMDB0039902;HMDB0247693;HMDB0256570;HMDB0039172;HMDB0259932;HMDB0033264;HMDB0038492;HMDB0253467;HMDB0247396;HMDB0248363;HMDB0257439;HMDB0253030;HMDB0256171;HMDB0242646;HMDB0257231;HMDB0032708;HMDB0244342;;HMDB0244516;HMDB0255551;HMDB0255797;HMDB0015315;HMDB0061755;HMDB0012622;HMDB0249489;HMDB0038571;HMDB0252312;HMDB0032061;HMDB0014914;HMDB0244408;HMDB0246115;HMDB0245007;HMDB0030772;HMDB0258323;HMDB0060349;HMDB0252175;HMDB0015048;HMDB0060321;HMDB0014390;HMDB0033279;HMDB0250141;HMDB0060966;HMDB0247682;HMDB0013852;HMDB0251748;HMDB0015317;HMDB0014938;HMDB0255640;HMDB0247700;;;;;;;;;;;;;;;;;;;;;
39;;;;;;;;HMDB0029251;;;HMDB0031552;;;;;;;;;HMDB0249231;HMDB0033782;HMDB0029318;HMDB0040794;HMDB0030875;HMDB0039209;HMDB0041273;;HMDB0257955;HMDB0242239;HMDB0255848;HMDB0256401;HMDB0029824;HMDB0247641;HMDB0257269;HMDB0240504;HMDB0257007;HMDB0250539;;HMDB0251649;HMDB0041770;HMDB0248928;HMDB0240591;HMDB0250343;HMDB0249019;HMDB0259876;HMDB0249687;HMDB0038554;;HMDB0034334;HMDB0060420;HMDB0245592;HMDB0249675;HMDB0260028;HMDB0258971;HMDB0251892;HMDB0245602;HMDB0244544;HMDB0060603;HMDB0060652;HMDB0247045;HMDB0032944;HMDB0040630;HMDB0244404;HMDB0060832;HMDB0246176;HMDB0258572;HMDB0029401;HMDB0251209;;;;;;;;;;;;;;;;;;;;;;
40;;;;;;;;;;;HMDB0035767;;;;;;;;;HMDB0029528;HMDB0037585;;HMDB0036003;HMDB0301736;HMDB0030873;HMDB0254690;;HMDB0015409;HMDB0246680;HMDB0248258;HMDB0301843;HMDB0253820;HMDB0015594;HMDB0013240;HMDB0246395;HMDB0029104;HMDB0034376;;HMDB0014961;HMDB0246581;HMDB0255773;HMDB0012281;HMDB0252896;HMDB0257266;HMDB0259839;HMDB0259801;HMDB0244563;;HMDB0243892;HMDB0244689;HMDB0245327;HMDB0244932;HMDB0033563;HMDB0030219;HMDB0031992;HMDB0014887;HMDB0253681;HMDB0250034;HMDB0014580;HMDB0246986;HMDB0254279;HMDB0030724;HMDB0252952;HMDB0014760;HMDB0256358;HMDB0252210;HMDB0030488;HMDB0251179;;;;;;;;;;;;;;;;;;;;;;
41;;;;;;;;;;;HMDB0034999;;;;;;;;;;HMDB0258648;;HMDB0041245;HMDB0014959;HMDB0034057;HMDB0255452;;HMDB0038528;HMDB0255056;0.0;HMDB0253996;HMDB0254816;HMDB0246692;HMDB0240513;HMDB0028997;HMDB0029289;HMDB0028738;;HMDB0031729;HMDB0255422;HMDB0253322;HMDB0250397;HMDB0253025;HMDB0060824;HMDB0014383;HMDB0245217;HMDB0253737;;HMDB0060837;HMDB0247236;HMDB0032953;HMDB0258708;HMDB0248959;HMDB0041401;HMDB0251958;HMDB0250883;HMDB0003324;HMDB0255301;HMDB0254820;HMDB0032955;HMDB0244418;HMDB0060831;HMDB0041195;HMDB0254997;HMDB0247678;HMDB0013924;;HMDB0015279;;;;;;;;;;;;;;;;;;;;;;
42;;;;;;;;;;;HMDB0248733;;;;;;;;;;HMDB0039327;;HMDB0249919;HMDB0245066;HMDB0253534;HMDB0030176;;HMDB0301851;HMDB0253359;HMDB0257259;HMDB0255449;HMDB0001204;HMDB0254511;HMDB0039309;HMDB0252989;HMDB0252477;HMDB0000431;;HMDB0257995;HMDB0059764;HMDB0247892;HMDB0254643;HMDB0014639;HMDB0041882;HMDB0257114;HMDB0032064;HMDB0246059;;HMDB0060077;HMDB0041712;HMDB0252233;HMDB0259210;HMDB0247137;HMDB0112083;HMDB0255426;HMDB0248990;HMDB0041732;HMDB0249689;HMDB0249978;HMDB0015542;HMDB0256042;HMDB0247996;HMDB0060835;HMDB0001518;HMDB0249324;HMDB0252835;;HMDB0015097;;;;;;;;;;;;;;;;;;;;;;
43;;;;;;;;;;;HMDB0259897;;;;;;;;;;HMDB0296894;;HMDB0014728;HMDB0253573;HMDB0060104;HMDB0030182;;HMDB0041319;HMDB0259754;HMDB0257284;HMDB0251734;HMDB0259948;HMDB0259961;HMDB0028804;HMDB0029290;HMDB0242129;HMDB0246388;;HMDB0258058;HMDB0249737;HMDB0242152;HMDB0251766;HMDB0014980;HMDB0014798;HMDB0257195;HMDB0060027;HMDB0060032;;HMDB0247637;HMDB0251101;HMDB0301942;HMDB0039058;HMDB0259074;HMDB0258916;HMDB0039858;HMDB0258686;HMDB0248865;HMDB0257250;HMDB0014862;HMDB0246194;HMDB0003747;HMDB0252328;HMDB0250129;HMDB0244212;HMDB0245170;HMDB0032699;;HMDB0014757;;;;;;;;;;;;;;;;;;;;;;
44;;;;;;;;;;;HMDB0029738;;;;;;;;;;;;HMDB0032723;HMDB0243831;HMDB0256072;HMDB0030617;;HMDB0259788;HMDB0039137;HMDB0256390;HMDB0003601;HMDB0002269;HMDB0001938;HMDB0255851;HMDB0253434;HMDB0062177;HMDB0253854;;HMDB0259604;HMDB0257461;HMDB0240573;HMDB0253407;HMDB0061055;HMDB0061059;HMDB0240720;HMDB0251662;HMDB0244819;;HMDB0243957;HMDB0032529;HMDB0040876;HMDB0244235;HMDB0253995;HMDB0040837;HMDB0014999;HMDB0249344;HMDB0253864;HMDB0259455;HMDB0060961;HMDB0246942;HMDB0255150;HMDB0254822;HMDB0248067;HMDB0245540;HMDB0247272;HMDB0240510;;HMDB0013889;;;;;;;;;;;;;;;;;;;;;;
45;;;;;;;;;;;HMDB0301866;;;;;;;;;;;;HMDB0032738;HMDB0060022;HMDB0001570;HMDB0039500;;HMDB0038501;HMDB0032937;HMDB0255496;HMDB0257086;HMDB0255204;HMDB0000637;HMDB0248956;HMDB0029093;HMDB0028875;;;HMDB0242661;HMDB0257369;HMDB0240642;HMDB0248997;HMDB0060484;HMDB0249648;;HMDB0015433;HMDB0251652;;HMDB0246312;HMDB0244656;HMDB0301814;HMDB0254804;HMDB0252141;HMDB0030745;HMDB0240487;HMDB0014917;HMDB0248735;HMDB0249806;HMDB0248748;HMDB0252480;HMDB0256774;HMDB0245505;HMDB0246646;HMDB0249109;HMDB0243591;HMDB0029789;;HMDB0013911;;;;;;;;;;;;;;;;;;;;;;
46;;;;;;;;;;;;;;;;;;;;;;;HMDB0032998;HMDB0257241;HMDB0040915;HMDB0030214;;;HMDB0248916;HMDB0032936;HMDB0060969;HMDB0254692;HMDB0035478;HMDB0029092;HMDB0252429;HMDB0037039;;;HMDB0257105;HMDB0247971;HMDB0254655;HMDB0252951;HMDB0257236;HMDB0252354;;HMDB0259878;HMDB0002236;;HMDB0242438;HMDB0248973;HMDB0259099;HMDB0246045;HMDB0252997;HMDB0029739;HMDB0259891;HMDB0247391;HMDB0242411;HMDB0246372;HMDB0250216;HMDB0037913;HMDB0255826;HMDB0034279;HMDB0245390;HMDB0015271;HMDB0029783;HMDB0038419;;HMDB0013919;;;;;;;;;;;;;;;;;;;;;;
47;;;;;;;;;;;;;;;;;;;;;;;HMDB0033430;HMDB0040926;HMDB0033648;;;;;HMDB0253042;HMDB0256242;HMDB0010362;HMDB0042058;HMDB0029083;HMDB0028990;HMDB0015586;;;HMDB0248295;HMDB0250992;HMDB0259322;HMDB0254009;HMDB0041787;HMDB0258320;;HMDB0259835;HMDB0259838;;HMDB0059741;HMDB0301750;HMDB0248784;HMDB0256347;HMDB0249204;HMDB0251200;HMDB0041307;HMDB0036119;HMDB0256261;HMDB0015308;HMDB0062612;HMDB0032887;HMDB0033332;HMDB0041400;HMDB0033153;HMDB0240708;HMDB0040869;HMDB0037490;;HMDB0013926;;;;;;;;;;;;;;;;;;;;;;
48;;;;;;;;;;;;;;;;;;;;;;;HMDB0040903;HMDB0248580;HMDB0041394;;;;;HMDB0255590;HMDB0254899;HMDB0028765;HMDB0000874;HMDB0029076;HMDB0028991;HMDB0033450;;;HMDB0258636;HMDB0015382;HMDB0249727;HMDB0249535;HMDB0256020;HMDB0250094;;HMDB0254894;HMDB0243967;;HMDB0243955;HMDB0252198;HMDB0249054;HMDB0248805;HMDB0249672;HMDB0030823;HMDB0014883;HMDB0240215;HMDB0031762;HMDB0251046;HMDB0038018;HMDB0033111;HMDB0245831;HMDB0259832;HMDB0060915;HMDB0029752;HMDB0035447;HMDB0030846;;HMDB0251456;;;;;;;;;;;;;;;;;;;;;;
49;;;;;;;;;;;;;;;;;;;;;;;HMDB0032175;HMDB0038257;HMDB0030164;;;;;HMDB0246799;HMDB0001510;HMDB0250223;HMDB0060325;HMDB0244288;HMDB0000839;HMDB0251289;;;HMDB0258783;HMDB0015219;HMDB0252718;HMDB0060491;HMDB0251165;HMDB0251138;;HMDB0015151;HMDB0245539;;HMDB0032848;HMDB0246110;HMDB0250001;HMDB0244253;HMDB0251869;HMDB0038480;HMDB0041776;HMDB0258285;HMDB0249858;HMDB0015326;HMDB0252024;HMDB0245357;HMDB0032659;HMDB0255019;HMDB0060524;HMDB0037529;HMDB0030477;HMDB0257171;;HMDB0245676;;;;;;;;;;;;;;;;;;;;;;
50;;;;;;;;;;;;;;;;;;;;;;;HMDB0036164;HMDB0041395;HMDB0033359;;;;;;HMDB0255492;HMDB0253475;HMDB0029005;HMDB0029096;HMDB0011687;HMDB0253182;;;HMDB0248463;HMDB0251315;HMDB0252303;HMDB0250486;HMDB0253850;;;HMDB0249580;HMDB0249583;;HMDB0258955;HMDB0061854;HMDB0245005;HMDB0244853;HMDB0060647;HMDB0040007;HMDB0259408;HMDB0256175;HMDB0257099;HMDB0251457;HMDB0029492;HMDB0029464;HMDB0254907;HMDB0060993;HMDB0247182;HMDB0032040;HMDB0030248;;;HMDB0013680;;;;;;;;;;;;;;;;;;;;;;
51;;;;;;;;;;;;;;;;;;;;;;;HMDB0039611;HMDB0032734;HMDB0302081;;;;;;HMDB0015377;HMDB0255442;HMDB0252353;HMDB0029097;HMDB0028808;HMDB0029365;;;HMDB0035864;HMDB0254174;HMDB0253997;HMDB0015396;HMDB0249420;;;;;;HMDB0002124;HMDB0041747;HMDB0253633;HMDB0259038;HMDB0015108;HMDB0030818;HMDB0250044;HMDB0060715;HMDB0251002;HMDB0252033;HMDB0245379;HMDB0112094;HMDB0035003;HMDB0249924;HMDB0240660;HMDB0245018;HMDB0242114;;;HMDB0257652;;;;;;;;;;;;;;;;;;;;;;
